TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220329124308,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.00 ,
TRX20220329124211,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220329124361,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124570,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124243,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124205,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220329124370,16-Jan-24,Property Maintenance,,Other Expenses,,  785.00 ,
TRX20220329124420,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560,
TRX20220329124527,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  335.00 ,
TRX20220329124529,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124500,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220329124361,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124466,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220329124188,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220329124292,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220329124148,16-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220329124256,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  335.00 ,
TRX20220329124540,17-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220329124197,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  51.00 ,
TRX20220329124568,17-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  811.00 ,
TRX20220329124238,17-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  684.00 ,
TRX20220329124080,17-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220329124463,17-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220329124356,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  51.00 ,
TRX20220329124261,17-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  684.00 ,
TRX20220329124477,17-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220329124116,17-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  811.00 ,
TRX20220329124332,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220329124575,18-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  600.00 ,
TRX20220329124244,18-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  385.00 ,
TRX20220329124516,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220329124435,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220329124505,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220329124175,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220329124566,18-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  68.00 ,
TRX20220329124423,19-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  100,000.00 "
TRX20220329124407,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124212,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124190,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124136,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124333,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124504,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124528,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124093,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124093,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220329124193,20-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220329124391,20-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220329124161,20-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  28.00 ,
TRX20220329124177,20-Jan-24,Home Ownership,,Other Expenses,,  514.20 ,
TRX20220329124210,20-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220329124440,20-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220329124193,20-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220329124209,20-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220329124350,20-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  28.00 ,
TRX20220329124552,20-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  28.00 ,
TRX20220329124280,21-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  422.00 ,
TRX20220329124174,21-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220329124547,21-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220329124508,21-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  99.00 ,
TRX20220329124254,21-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220329124466,21-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  982.00 ,
TRX20220329124502,21-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  422.00 ,
TRX20220329124216,21-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220329124092,22-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  153.02 ,
TRX20220329124152,22-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  384.00 ,
TRX20220329124064,22-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  719.00 ,
TRX20220329124240,22-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  993.00 ,
TRX20220329124582,22-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  993.00 ,
TRX20220329124085,22-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  993.00 ,
TRX20220329124140,22-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  719.00 ,
TRX20220329124532,22-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  719.00 ,
TRX20220329124418,22-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  993.00 ,
TRX20220329124065,23-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  465.28 ,
TRX20220329124480,23-Jan-24,Home Ownership,,Other Expenses,,  514.20 ,
TRX20220329124168,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220329124247,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220329124082,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  282.50 ,
TRX20220329124258,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  282.50 ,
TRX20220329124283,23-Jan-24,Home Ownership,,Other Expenses,,  514.20 ,
TRX20220329124202,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220329124122,23-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  217.00 ,
TRX20220329124270,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220329124144,23-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  465.28 ,
TRX20220329124080,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  282.50 ,
TRX20220329124552,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220329124276,23-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  135.89 ,
TRX20220329124421,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  282.50 ,
TRX20220329124177,24-Jan-24,Home Ownership,,Other Expenses,,  514.20 ,
TRX20220329124573,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  330.44 ,
TRX20220329124223,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  402.67 ,
TRX20220329124381,24-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  660.53 ,
TRX20220329124221,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  402.67 ,
TRX20220329124553,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  330.44 ,
TRX20220329124354,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  330.44 ,
TRX20220329124171,24-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  772.38 ,
TRX20220329124354,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  402.67 ,
TRX20220329124372,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  330.44 ,
TRX20220329124404,24-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  660.53 ,
TRX20220329124146,24-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  772.38 ,
TRX20220329124193,25-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220329124288,25-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  454.09 ,
TRX20220329124385,25-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  49.18 ,
TRX20220329124186,25-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  49.18 ,
TRX20220329124158,26-Jan-24,Home Ownership,,Other Expenses,,  57.19 ,
TRX20220329124477,26-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  861.19 ,
TRX20220329124413,26-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220329124182,26-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  831.88 ,
TRX20220329124103,26-Jan-24,Home Ownership,,Other Expenses,,  57.19 ,
TRX20220329124344,26-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  861.19 ,
TRX20220329124326,26-Jan-24,Home Ownership,,Other Expenses,,  57.19 ,
TRX20220329124338,26-Jan-24,Home Ownership,,Other Expenses,,  57.19 ,
TRX20220329124262,27-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220329124490,27-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220329124430,27-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220329124432,27-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220329124581,28-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  905.00 ,
TRX20220329124158,28-Jan-24,Home Ownership,,Other Expenses,,  135.89 ,
TRX20220329124388,28-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220329124401,28-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220329124513,28-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  905.00 ,
TRX20220329124310,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  29.00 ,
TRX20220329124431,29-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  82.00 ,
TRX20220329124195,29-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  82.00 ,
TRX20220329124118,29-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  244.00 ,
TRX20220329124078,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  29.00 ,
TRX20220329124580,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  29.00 ,
TRX20220329124100,30-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  659.00 ,
TRX20220329124272,30-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  107.00 ,
TRX20220329124152,30-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  107.00 ,
TRX20220329124163,30-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  659.00 ,
TRX20220329124401,30-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  107.00 ,
TRX20220329124346,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220329124578,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220329124302,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220329124173,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,14,
TRX20220329124148,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220329124547,31-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220329124463,31-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,905,
TRX20220329124112,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,14,
TRX20220329124337,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220329124295,1-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970,
TRX20220329124118,1-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  321.00 ,
TRX20220329124445,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220329124484,1-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220329124486,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220329124586,1-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  912.00 ,
TRX20220329124420,1-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970,
TRX20220329124257,1-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  321.00 ,
TRX20220329124214,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  717.00 ,
TRX20220329124551,2-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,89,
TRX20220329124188,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  717.00 ,
TRX20220329124416,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  717.00 ,
TRX20220329124466,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  717.00 ,
TRX20220329124295,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  29.00 ,
TRX20220329124385,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  717.00 ,
TRX20220329124408,2-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  586.00 ,
TRX20220329124077,2-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  89.00 ,
TRX20220329124257,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  717.00 ,
TRX20220329124394,3-Feb-24,Property Maintenance,,Other Expenses,,  209.00 ,
TRX20220329124545,3-Feb-24,Property Maintenance,,Other Expenses,,  209.00 ,
TRX20220329124127,3-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  243.00 ,
TRX20220329124527,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  378.00 ,
TRX20220329124464,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  378.00 ,
TRX20220329124524,3-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  55.00 ,
TRX20220329124322,3-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  55.00 ,
TRX20220329124398,3-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  243.00 ,
TRX20220329124499,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  378.00 ,
TRX20220329124227,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  378.00 ,
TRX20220329124070,3-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  243.00 ,
TRX20220329124449,4-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  200,000.00 "
TRX20220329124530,4-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  367.00 ,
TRX20220329124585,4-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  367.00 ,
TRX20220329124470,4-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  701.00 ,
TRX20220329124154,4-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  58.00 ,
TRX20220329124221,4-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  58.00 ,
TRX20220329124147,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220329124106,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220329124447,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220329124392,5-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  42.00 ,
TRX20220329124289,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220329124099,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220329124369,6-Feb-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220329124284,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  669.00 ,
TRX20220329124139,6-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  8,130.00 "
TRX20220329124117,6-Feb-24,Property Maintenance,,Other Expenses,,  550.00 ,
TRX20220329124183,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  669.00 ,
TRX20220329124369,6-Feb-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220329124183,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  669.00 ,
TRX20220329124387,6-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  124.00 ,
TRX20220329124516,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  799.00 ,
TRX20220329124154,7-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  143.00 ,
TRX20220329124519,7-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  143.00 ,
TRX20220329124385,7-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  961.00 ,
TRX20220329124435,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  799.00 ,
TRX20220329124443,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220329124252,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  799.00 ,
TRX20220329124494,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124405,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124328,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124540,8-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220329124155,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  12.00 ,
TRX20220329124125,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  315.00 ,
TRX20220329124432,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124216,8-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220329124432,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  315.00 ,
TRX20220329124259,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124259,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124532,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  12.00 ,
TRX20220329124371,8-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220329124155,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220329124426,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  64.00 ,
TRX20220329124456,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220329124346,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  64.00 ,
TRX20220329124444,9-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  628.00 ,
TRX20220329124131,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220329124176,9-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  734.00 ,
TRX20220329124492,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  64.00 ,
TRX20220329124403,9-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  172.00 ,
TRX20220329124492,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  64.00 ,
TRX20220329124112,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  64.00 ,
TRX20220329124251,10-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  674.00 ,
TRX20220329124365,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220329124301,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220329124361,10-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  674.00 ,
TRX20220329124105,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220329124105,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  895.00 ,
TRX20220329124496,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  198.00 ,
TRX20220329124341,11-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  736.00 ,
TRX20220329124269,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  12.00 ,
TRX20220329124182,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  12.00 ,
TRX20220329124412,11-Feb-24,Property Maintenance,,Other Expenses,,  38.00 ,
TRX20220329124175,11-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  736.00 ,
TRX20220329124489,11-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
