TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220332124527,14-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124576,14-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124365,14-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  58.00 ,
TRX20220332124244,15-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124126,15-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124367,15-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124575,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124241,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124551,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124566,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124367,15-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124270,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124182,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124437,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124241,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124537,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124192,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124458,16-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  657.00 ,
TRX20220332124407,16-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124471,16-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.00 ,
TRX20220332124550,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  961.00 ,
TRX20220332124392,16-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  657.00 ,
TRX20220332124310,16-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124278,16-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  961.00 ,
TRX20220332124546,16-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.00 ,
TRX20220332124441,16-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124378,17-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  598.75 ,
TRX20220332124386,17-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  598.75 ,
TRX20220332124353,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  785.00 ,
TRX20220332124539,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124532,17-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124162,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124239,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  785.00 ,
TRX20220332124543,17-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  598.75 ,
TRX20220332124175,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124364,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124157,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124079,17-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124519,17-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  327.00 ,
TRX20220332124500,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124543,17-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  598.75 ,
TRX20220332124170,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124179,18-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124146,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124267,18-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124468,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124550,18-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124549,18-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124261,18-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124178,18-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124080,18-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124390,19-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124075,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  326.00 ,
TRX20220332124500,20-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124395,20-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124421,20-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  89.00 ,
TRX20220332124282,20-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  772.38 ,
TRX20220332124458,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124490,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124500,20-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124365,21-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,286,
TRX20220332124192,21-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  57.00 ,
TRX20220332124396,21-Jan-24,Property Maintenance,,Other Expenses,,812,
TRX20220332124555,21-Jan-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124286,21-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  57.00 ,
TRX20220332124464,22-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  135.89 ,
TRX20220332124257,22-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  402.67 ,
TRX20220332124066,22-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  741.00 ,
TRX20220332124358,22-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  135.89 ,
TRX20220332124233,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124527,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124408,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124549,23-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  3,000.00 "
TRX20220332124359,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124364,23-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  6,000.00 "
TRX20220332124408,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124408,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124359,23-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124555,24-Jan-24,Property Maintenance,,Other Expenses,,  754.00 ,
TRX20220332124341,24-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,494,
TRX20220332124181,24-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  764.00 ,
TRX20220332124211,24-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  900.00 ,
TRX20220332124220,24-Jan-24,Property Maintenance,,Other Expenses,,  754.00 ,
TRX20220332124320,24-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  764.00 ,
TRX20220332124396,24-Jan-24,Property Maintenance,,Other Expenses,,  754.00 ,
TRX20220332124256,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220332124171,24-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  4,500.00 "
TRX20220332124324,25-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  674.00 ,
TRX20220332124181,25-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  326.00 ,
TRX20220332124115,25-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  335.54 ,
TRX20220332124398,25-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124457,26-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  73.00 ,
TRX20220332124199,26-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220332124359,26-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124474,26-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220332124367,27-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  95.00 ,
TRX20220332124098,27-Jan-24,Home Ownership,,Other Expenses,,  514.20 ,
TRX20220332124111,27-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  95.00 ,
TRX20220332124389,28-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  236.04 ,
TRX20220332124366,28-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  236.04 ,
TRX20220332124079,28-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,269.51,
TRX20220332124079,28-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  269.51 ,
TRX20220332124130,28-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  269.51 ,
TRX20220332124412,28-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.00 ,
TRX20220332124534,28-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  269.51 ,
TRX20220332124500,28-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  494.00 ,
TRX20220332124530,29-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220332124444,29-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  900.00 ,
TRX20220332124068,30-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220332124487,30-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  220.00 ,
TRX20220332124229,30-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  38.00 ,
TRX20220332124062,30-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  220.00 ,
TRX20220332124102,30-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  38.00 ,
TRX20220332124543,30-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  660.00 ,
TRX20220332124275,30-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  220.00 ,
TRX20220332124187,30-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  660.00 ,
TRX20220332124113,30-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  660.00 ,
TRX20220332124252,31-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220332124501,31-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  454.09 ,
TRX20220332124307,31-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  372.00 ,
TRX20220332124410,31-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  372.00 ,
TRX20220332124349,31-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  454.09 ,
TRX20220332124402,31-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220332124067,31-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,372,
TRX20220332124570,1-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  348.00 ,
TRX20220332124094,1-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  564.00 ,
TRX20220332124295,1-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  99.00 ,
TRX20220332124164,1-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  365.00 ,
TRX20220332124532,1-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220332124355,1-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  365.00 ,
TRX20220332124061,1-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  10,000.00 "
TRX20220332124479,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124340,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124440,2-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  209.00 ,
TRX20220332124465,2-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220332124070,2-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124440,2-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  209.00 ,
TRX20220332124501,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124158,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124327,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124420,2-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,000.00 "
TRX20220332124129,2-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220332124527,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413,
TRX20220332124465,2-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,770.00 "
TRX20220332124436,2-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  939.00 ,
TRX20220332124420,2-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220332124125,2-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  209.00 ,
TRX20220332124142,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124298,2-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  939.00 ,
TRX20220332124099,3-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124250,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124448,3-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  700.00 
TRX20220332124113,3-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  376.00 ,
TRX20220332124120,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124249,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124171,3-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,000.00 "
TRX20220332124415,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124362,3-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  700.00 
TRX20220332124243,3-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220332124192,4-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  326.00 ,
TRX20220332124536,4-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  491.47 ,
TRX20220332124062,5-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  418.00 ,
TRX20220332124079,5-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  119.19 ,
TRX20220332124304,5-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  753.00 ,
TRX20220332124388,5-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  436.00 ,
TRX20220332124433,5-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  436.00 ,
TRX20220332124473,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  491.47 ,
TRX20220332124252,6-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220332124368,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  491.47 ,
TRX20220332124138,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  491.47 ,
TRX20220332124110,7-Feb-24,Home Ownership,,Other Expenses,,  841.29 ,
TRX20220332124317,7-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220332124096,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  115.72 ,
TRX20220332124361,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  115.72 ,
TRX20220332124454,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  119.00 ,
TRX20220332124097,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  119.00 ,
TRX20220332124507,8-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124454,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  16.98 ,
TRX20220332124104,8-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124396,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  16.98 ,
TRX20220332124148,8-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124508,9-Feb-24,Home Ownership,,Other Expenses,,  827.00 ,
TRX20220332124074,9-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  532.00 ,
TRX20220332124286,9-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  863.76 ,
TRX20220332124464,9-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  863.76 ,
TRX20220332124228,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124564,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124476,9-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124262,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124247,9-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  707.00 ,
TRX20220332124339,9-Feb-24,Home Ownership,,Other Expenses,,  827.00 ,
TRX20220332124125,9-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  478.00 ,
TRX20220332124232,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124428,9-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  478.00 ,
TRX20220332124487,9-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  478.00 ,
TRX20220332124218,9-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220332124232,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124487,9-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  478.00 ,
TRX20220332124107,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  102.83 ,
TRX20220332124508,10-Feb-24,Home Ownership,,Other Expenses,,  198.74 ,
TRX20220332124093,10-Feb-24,Home Ownership,,Other Expenses,,  198.74 ,
TRX20220332124170,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  936.00 ,
TRX20220332124328,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  468.47 ,
TRX20220332124138,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  468.47 ,
TRX20220332124506,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  936.00 ,
TRX20220332124316,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  468.47 ,
TRX20220332124481,10-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  156.80 ,
TRX20220332124093,10-Feb-24,Home Ownership,,Other Expenses,,  198.74 ,
TRX20220332124536,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  468.47 ,
TRX20220332124468,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  936.00 ,
TRX20220332124284,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  936.00 ,
TRX20220332124535,10-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  156.80 ,
TRX20220332124318,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  468.47 ,
TRX20220332124114,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  468.47 ,
TRX20220332124340,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  717.19 ,
TRX20220332124112,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  410.25 ,
TRX20220332124388,11-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  592.84 ,
TRX20220332124315,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  29.97 ,
TRX20220332124475,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  29.97 ,
TRX20220332124470,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  410.25 ,
TRX20220332124480,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  29.97 ,
TRX20220332124517,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  717.19 ,
TRX20220332124228,11-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,593.09,
TRX20220332124291,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  410.25 ,
TRX20220332124128,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,410.25,
TRX20220332124575,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  410.77 ,
TRX20220332124241,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  410.77 ,
TRX20220332124345,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  29.97 ,
TRX20220332124400,11-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  708.00 ,
TRX20220332124066,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  539.11 ,
TRX20220332124111,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  185.77 ,
TRX20220332124378,12-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  342.39 ,
TRX20220332124116,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  185.77 ,
TRX20220332124257,12-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  92.13 ,
