TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220331124294,17-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  810.00 ,
TRX20220331124295,18-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  633.00 ,
TRX20220331124296,18-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  151.22 ,
TRX20220331124297,18-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  654.25 ,
TRX20220331124298,18-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  50.00 ,
TRX20220331124299,18-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  423.00 ,
TRX20220331124300,18-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  580.74 ,
TRX20220331124301,18-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  778.00 ,
TRX20220331124302,18-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220331124303,18-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  299.00 ,
TRX20220331124304,18-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  4,000.00 "
TRX20220331124305,19-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  506.00 ,
TRX20220331124306,19-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220331124307,19-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124308,19-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  395.36 ,
TRX20220331124309,19-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  586.00 ,
TRX20220331124310,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  358.00 ,
TRX20220331124311,20-Jan-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,"  1,100.00 ",
TRX20220331124312,20-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  382.68 ,
TRX20220331124313,20-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220331124314,20-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  247.00 ,
TRX20220331124315,21-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220331124316,21-Jan-24,Property Maintenance,,Other Expenses,,  63.00 ,
TRX20220331124317,21-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  894.00 ,
TRX20220331124318,21-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  672.00 ,
TRX20220331124319,21-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  227.30 ,
TRX20220331124320,22-Jan-24,Property Maintenance,,Other Expenses,,  860.88 ,
TRX20220331124321,22-Jan-24,Property Maintenance,,Other Expenses,,  749.00 ,
TRX20220331124322,22-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  633.00 ,
TRX20220331124323,22-Jan-24,Home Ownership,,Other Expenses,,  504.00 ,
TRX20220331124324,22-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220331124325,23-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  639.00 ,
TRX20220331124326,23-Jan-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,"  100,000.00 "
TRX20220331124327,23-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  696.95 ,
TRX20220331124328,23-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  422.00 ,
TRX20220331124329,23-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  726.00 ,
TRX20220331124330,24-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220331124331,24-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  91.00 ,
TRX20220331124332,24-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.00 ,
TRX20220331124333,24-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  95.00 ,
TRX20220331124334,25-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  811.00 ,
TRX20220331124335,25-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  777.00 ,
TRX20220331124336,25-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220331124337,25-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220331124338,25-Jan-24,Property Maintenance,,Other Expenses,,  785.00 ,
TRX20220331124339,25-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  898.00 ,
TRX20220331124340,25-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  695.00 ,
TRX20220331124341,25-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  8,130.00 "
TRX20220331124342,26-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220331124343,26-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  669.00 ,
TRX20220331124344,26-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  899.00 ,
TRX20220331124345,26-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  19.00 ,
TRX20220331124346,26-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  422.00 ,
TRX20220331124347,26-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  345.93 ,
TRX20220331124348,26-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220331124349,26-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124350,26-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  756.00 ,
TRX20220331124351,26-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  610.00 ,
TRX20220331124352,27-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  813.00 ,
TRX20220331124353,27-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  88.00 ,
TRX20220331124354,27-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  138.00 ,
TRX20220331124355,27-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  12.00 ,
TRX20220331124356,28-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  42.00 ,
TRX20220331124357,28-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220331124358,28-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  501.85 ,
TRX20220331124359,28-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  345.60 ,
TRX20220331124360,29-Jan-24,Property Maintenance,,Other Expenses,,  551.81 ,
TRX20220331124361,29-Jan-24,Home Ownership,,Other Expenses,,  415.00 ,
TRX20220331124362,29-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220331124363,29-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  89.00 ,
TRX20220331124364,29-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  859.00 ,
TRX20220331124365,29-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220331124366,30-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220331124367,30-Jan-24,Home Ownership,,Other Expenses,,  572.00 ,
TRX20220331124368,30-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  948.00 ,
TRX20220331124369,30-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  891.00 ,
TRX20220331124370,30-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220331124371,30-Jan-24,Fleet Services,,Utilities,,  928.30 ,
TRX20220331124372,30-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220331124373,30-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  481.75 ,
TRX20220331124374,30-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  605.00 ,
TRX20220331124375,30-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  718.72 ,
TRX20220331124376,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220331124377,31-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  234.00 ,
TRX20220331124378,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  341.00 ,
TRX20220331124379,1-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  19.00 ,
TRX20220331124380,1-Feb-24,Home Ownership,,Other Expenses,,  4.94 ,
TRX20220331124381,1-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  378.00 ,
TRX20220331124382,1-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  694.30 ,
TRX20220331124383,1-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220331124384,1-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  854.00 ,
TRX20220331124385,2-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  28.00 ,
TRX20220331124386,2-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  82.00 ,
TRX20220331124387,2-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  892.00 ,
TRX20220331124388,2-Feb-24,Property Maintenance,,Other Expenses,,  229.63 ,
TRX20220331124389,2-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  458.85 ,
TRX20220331124390,3-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  731.82 ,
TRX20220331124391,3-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  189.00 ,
TRX20220331124392,3-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  684.00 ,
TRX20220331124393,3-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  863.30 ,
TRX20220331124394,3-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  42.00 ,
TRX20220331124395,4-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220331124396,4-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  948.88 ,
TRX20220331124397,4-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  68.00 ,
TRX20220331124398,4-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  19.00 ,
TRX20220331124399,4-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  889.00 ,
TRX20220331124400,5-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  217.00 ,
TRX20220331124401,5-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  115.00 ,
TRX20220331124402,5-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  992.00 ,
TRX20220331124403,5-Feb-24,Fleet Services,,Utilities,,  759.00 ,
TRX20220331124404,5-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  68.00 ,
TRX20220331124405,6-Feb-24,Fleet Services,,Utilities,,  772.00 ,
TRX20220331124406,6-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  399.00 ,
TRX20220331124407,6-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220331124408,6-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  991.72 ,
TRX20220331124409,7-Feb-24,Property Maintenance,,Other Expenses,,  65.00 ,
TRX20220331124410,7-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  192.00 ,
TRX20220331124411,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  366.00 ,
TRX20220331124412,7-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220331124413,7-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  107.00 ,
TRX20220331124414,8-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220331124415,8-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  758.21 ,
TRX20220331124416,8-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  321.00 ,
TRX20220331124417,8-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220331124418,8-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  89.00 ,
TRX20220331124419,9-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  675.00 ,
TRX20220331124420,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  957.00 ,
TRX20220331124421,9-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220331124422,9-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  143.00 ,
TRX20220331124423,9-Feb-24,Home Ownership,,Other Expenses,,  44.00 ,
TRX20220331124424,9-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  447.43 ,
TRX20220331124425,9-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  669.00 ,
TRX20220331124426,10-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220331124427,10-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  38.00 ,
TRX20220331124428,10-Feb-24,Home Ownership,,Other Expenses,,  67.00 ,
TRX20220331124429,10-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  56.00 ,
TRX20220331124430,10-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220331124431,11-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  517.00 ,
TRX20220331124432,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  465.69 ,
TRX20220331124433,11-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  72.00 ,
TRX20220331124434,11-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  894.00 ,
TRX20220331124435,11-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  392.90 ,
TRX20220331124436,11-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  97.00 ,
TRX20220331124437,11-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  659.00 ,
TRX20220331124438,11-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  582.00 ,
TRX20220331124439,12-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  41.99 ,
TRX20220331124440,12-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  214.00 ,
TRX20220331124441,12-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  385.00 ,
TRX20220331124442,12-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  96.00 ,
TRX20220331124443,12-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220331124444,12-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  173.35 ,
TRX20220331124445,12-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  599.00 ,
TRX20220331124446,12-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220331124447,12-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  905.00 ,
TRX20220331124448,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  600.00 ,
TRX20220331124449,13-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  859.51 ,
TRX20220331124450,13-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,200.00 "
TRX20220331124451,13-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  206.00 ,
TRX20220331124452,13-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  495.19 ,
TRX20220331124453,14-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220331124454,14-Feb-24,Property Maintenance,,Other Expenses,,  162.21 ,
TRX20220331124455,14-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220331124456,14-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  743.00 ,
TRX20220331124457,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  75.00 ,
TRX20220331124458,14-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220331124459,14-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  498.00 ,
TRX20220331124460,15-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  51.00 ,
TRX20220331124461,15-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  810.00 ,
TRX20220331124462,15-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  633.00 ,
TRX20220331124463,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  151.22 ,
TRX20220331124464,16-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  654.25 ,
TRX20220331124465,16-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  50.00 ,
TRX20220331124466,16-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  423.00 ,
TRX20220331124467,16-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  580.74 ,
TRX20220331124468,16-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  778.00 ,
TRX20220331124469,17-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220331124470,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  299.00 ,
TRX20220331124471,17-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  4,000.00 "
TRX20220331124472,17-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  506.00 ,
TRX20220331124473,17-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220331124474,18-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124475,18-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  395.36 ,
TRX20220331124476,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  586.00 ,
TRX20220331124477,18-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  358.00 ,
TRX20220331124478,18-Feb-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,"  1,100.00 ",
TRX20220331124479,18-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  382.68 ,
TRX20220331124480,18-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220331124481,19-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  247.00 ,
TRX20220331124482,19-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220331124483,19-Feb-24,Property Maintenance,,Other Expenses,,  63.00 ,
TRX20220331124484,19-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  894.00 ,
TRX20220331124485,19-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  672.00 ,
TRX20220331124486,19-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  227.30 ,
TRX20220331124487,19-Feb-24,Property Maintenance,,Other Expenses,,  749.00 ,
TRX20220331124488,19-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  633.00 ,
TRX20220331124489,19-Feb-24,Home Ownership,,Other Expenses,,  504.00 ,
TRX20220331124490,19-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220331124491,19-Feb-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,"  100,000.00 "
TRX20220331124492,19-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  696.95 ,
TRX20220331124493,19-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  422.00 ,
TRX20220331124494,19-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  726.00 ,
TRX20220331124495,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220331124496,20-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  91.00 ,
TRX20220331124497,20-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.00 ,
TRX20220331124498,20-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  95.00 ,
TRX20220331124499,20-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  811.00 ,
TRX20220331124500,20-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  777.00 ,
TRX20220331124501,20-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220331124502,20-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220331124503,20-Feb-24,Property Maintenance,,Other Expenses,,  785.00 ,
TRX20220331124504,20-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  898.00 ,
TRX20220331124505,20-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  695.00 ,
TRX20220331124506,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  8,130.00 "
TRX20220331124507,20-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220331124508,20-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  948.00 ,
TRX20220331124509,21-Feb-24,Home Ownership,,Other Expenses,,  572.00 ,
TRX20220331124510,21-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  899.00 ,
TRX20220331124511,21-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  813.00 ,
TRX20220331124512,21-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220331124513,21-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220331124514,21-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  345.60 ,
TRX20220331124515,21-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124516,21-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  610.00 ,
TRX20220331124517,21-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  138.00 ,
TRX20220331124518,21-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  19.00 ,
TRX20220331124519,21-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  89.00 ,
TRX20220331124520,21-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  88.00 ,
TRX20220331124521,21-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  669.00 ,
TRX20220331124522,21-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220331124523,22-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  345.93 ,
TRX20220331124524,22-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  859.00 ,
TRX20220331124525,22-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220331124526,22-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  756.00 ,
TRX20220331124527,22-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  422.00 ,
TRX20220331124528,22-Feb-24,Property Maintenance,,Other Expenses,,  551.81 ,
TRX20220331124529,22-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  42.00 ,
